,RumorDate,CREDIBILITY,RELIABILITY,MARKETCAP,LASTTRADE,WEEKHIGH52,WEEKLOW52,CASH,EPS,PE,GROSSMARGINS,NETMARGINS,AVERAGEVOLUME,diff_target_SP500_price_move_10,diff_target_SP500_price_move_5,diff_target_SP500_price_move_3,target_price_move_3,target_price_move_5,target_price_move_10,"[-2,-1]","[-1,0]","[0,1]","[1,2]","[2,3]","[3,4]","[4,5]","[5,6]","[6,7]","[7,8]","[8,9]","[9,10]"
15,2017-08-14,0.6568047337278107,0.1593292580337614,0.00014583085478007615,0.08433044076608431,0.007432248708420195,0.15856097689352072,0.0013626040878122643,0.19950332638812732,0.005301366705558841,0.8096343586767266,0.823621227887617,0.005783853999279505,0.058776345476417816,0.11031418122449729,0.09099247036745785,0.056882769145503186,0.13016738369281172,0.07620673553963073,0.0,0.0,0.108486679,0.32957978600000004,0.306509201,0.185846379,0.069577955,0.0,0.0,0.0,0.0,0.0
16,2017-08-15,0.09467455621301779,0.6736021535528012,0.1318616299514639,0.056653541802056645,0.01047640776729373,0.12645402389599453,0.0039364118092354294,0.19989856343897353,0.03172958205504345,0.7028438769587928,0.5577523413111343,0.05587727939274988,0.06714569805503731,0.05869278944531959,0.08020999465723419,0.03355714849599827,0.13121535711025967,0.08110088941911146,0.0,0.0,0.109489051,0.266099972,0.366626628,0.187563522,0.070220826,0.0,0.0,0.0,0.0,0.0
17,2017-08-16,0.05088757396449706,0.4032864113061522,0.0007453992494613551,0.04023471845254022,0.001131402032148069,0.11963787567766723,0.059046177138531414,0.2006273531454472,3.0375205255981502e-05,0.5902495647127104,0.24245577523413114,0.0024017052750219398,0.05658962572211873,0.050624555083190984,0.07718262692149634,0.07073431746073769,0.12546570489156667,0.08328411802836454,0.0,0.0,0.109489051,0.266099972,0.366626628,0.187563522,0.070220826,0.0,0.0,0.0,0.0,0.0
18,2017-08-20,0.023668639053254503,0.5104032303292019,0.022755159903843872,0.11015329332161013,0.0032129317377022557,0.15924522343281225,0.025132475397426194,0.19839300727418938,0.0029088725974552717,0.8456181079512478,0.4921956295525495,0.005878848939360193,0.04694118098960709,0.06714208713931745,0.10377543419615426,0.05931666316585637,0.12397513721568612,0.08912549696380129,0.0,0.0,0.109489051,0.266099972,0.366626628,0.187563522,0.070220826,0.0,0.0,0.0,0.0,0.0
19,2017-08-25,0.09467455621301779,0.9584992428915933,0.0008307373052215475,0.010894911885010891,0.0049006585259894295,0.01642191694299698,0.09235427706283117,0.19839072266695906,0.011949963103059496,0.8502611723737666,0.6253902185223725,0.0162710412671174,0.05847785837720988,0.04780701517327407,0.07064139730786287,0.06359922913631752,0.12499411792716006,0.0919232324719003,0.0,0.0,0.108486679,0.32957978600000004,0.306509201,0.185846379,0.069577955,0.0,0.0,0.0,0.0,0.0
20,2017-08-25,0.2071005917159764,0.6332230385284056,0.022769348290427174,0.08872663328108872,0.0031504233381360637,0.061134796568240425,0.016502649507948525,0.20068903754066597,0.006632515406482782,0.6169471851421938,0.5171696149843913,0.031658652013578814,0.04468830805114116,0.047830307672627484,0.10512402339733404,0.060495058141251064,0.09036957440651838,0.07938870595812571,0.0,0.0,0.108486679,0.32957978600000004,0.306509201,0.185846379,0.069577955,0.0,0.0,0.0,0.0,0.0
21,2017-08-28,0.7431952662721895,0.9338231170433515,0.01295757001423471,0.12280668221262278,0.11108680228905761,0.013421759039949452,0.006207418622255868,0.20083753701063708,0.0014669437361859812,0.8804410911201392,0.6389177939646202,0.010200782381615078,0.07928838682147143,0.05628378232148343,0.08579009830209912,0.06669326249892552,0.2270291374960134,0.07020225739342122,0.0,0.0,0.108486679,0.32957978600000004,0.306509201,0.185846379,0.069577955,0.0,0.0,0.0,0.0,0.0
22,2017-08-28,0.7633136094674557,0.1946609836801076,0.0026111616983527826,0.2238999961772239,0.01086083442462581,0.08695194483920206,0.006358819076457231,0.19844098402602622,0.002812386651348033,0.7359257109692396,0.36316337148803335,0.0007983013021257632,0.06238015060494317,0.08899551082320517,0.07710393250391204,0.07931782241888513,0.1567750087862246,0.058330915279313424,0.0,0.0,0.108486679,0.32957978600000004,0.306509201,0.185846379,0.069577955,0.0,0.0,0.0,0.0,0.0
23,2017-08-28,0.2899408284023669,0.6337838595704111,0.0006224401569480675,0.026434496731526425,0.04199626824854591,0.06992473288067792,0.007570022710068135,0.20050626896223997,0.0005717685695243776,0.8467788740568776,0.34443288241415193,0.007124321544792617,0.0598425545802747,0.05618300323522733,0.0844049151030848,0.042687693984658784,0.15505601953043915,0.09678221003055205,0.0,0.0,0.108486679,0.32957978600000004,0.306509201,0.185846379,0.069577955,0.0,0.0,0.0,0.0,0.0
24,2017-08-28,0.07692307692307698,0.48067971510291063,0.00011502356736713126,0.0026377155090026166,0.00526945808342996,0.004289699457866197,0.02785768357305072,0.200042493694484,0.0037022014876703455,0.6111433546140452,0.15660770031217475,0.010041660251456315,0.06620399685121744,0.05399162186280522,0.09473423106592657,0.04653867427417661,0.1539801457909902,0.07390934924801532,0.0,0.0,0.108486679,0.32957978600000004,0.306509201,0.185846379,0.069577955,0.0,0.0,0.0,0.0,0.0
25,2017-08-29,0.49112426035502965,0.6079860916381583,0.012616944868105235,0.02761955732252762,0.001503327009566912,0.04734459708405705,0.014534443603330812,0.19982774061483347,0.002496127161329861,0.6477074869413814,0.4729448491155047,0.027882472349820546,0.055218239943585705,0.056236713618001616,0.08602841012636117,0.04532138378714391,0.14521062180253602,0.07631578160911025,0.0,0.0,0.108486679,0.32957978600000004,0.306509201,0.185846379,0.069577955,0.0,0.0,0.0,0.0,0.0
26,2017-09-06,0.7431952662721895,0.9371880432953843,0.028077778367056303,0.1982109407851982,0.016461587025756588,0.010421601136901923,0.02725208175624527,0.1996746719304017,0.005751634454059287,0.6268136970400464,0.35327783558792925,0.003751216398622987,0.06404804704185611,0.07721724052198631,0.09324560072052883,0.0466373920115251,0.1322359652181708,0.1002908940975696,0.0,0.0,0.109489051,0.266099972,0.366626628,0.187563522,0.070220826,0.0,0.0,0.0,0.0,0.0
27,2017-09-07,0.6094674556213019,0.35113005439964107,0.011372043780583062,0.026797660461026787,0.06819353850673684,0.003342281172693279,0.014534443603330812,0.2015708959315714,0.00691303936090568,0.27336041787579807,0.6389177939646202,0.03235642759233045,0.1341648008959543,0.05752603907512871,0.12939245163080632,0.11400982170532621,0.12368102055238599,0.08642784210903427,0.0,0.0,0.109489051,0.266099972,0.366626628,0.187563522,0.070220826,0.0,0.0,0.0,0.0,0.0
28,2017-09-20,0.007100591715976379,0.06565656565656569,0.018767579291528363,0.0015482243205015428,0.0029753998193507263,0.0502921206379283,0.015442846328538989,0.20068903754066597,0.016491949677218773,0.0,0.4729448491155047,0.001236204806400163,0.07993678774141694,0.09387764979999497,0.08210503741920054,0.044608303610028134,0.14762121415379487,0.07296921393131736,0.0,0.0,0.109489051,0.266099972,0.366626628,0.187563522,0.070220826,0.0,0.0,0.0,0.0,0.0
29,2017-09-20,0.08284023668639062,0.7695025517357412,0.000605218820963354,0.5375396613020375,0.000646961935510084,0.1079793673351229,0.003785011355034066,0.20101573637460243,0.0008022627741138925,0.546720835751596,0.5655567117585848,0.005560156237154008,0.058369311607772256,0.06298836708160889,0.07581634510244759,0.047993351125678985,0.13322874996651232,0.11933879687358089,0.0,0.0,0.109489051,0.266099972,0.366626628,0.187563522,0.070220826,0.0,0.0,0.0,0.0,0.0
30,2017-09-21,0.5266272189349113,0.7958611407099995,0.06816472762525194,0.08444512404908443,0.01999331160124642,0.03681772724880255,0.11854655563966691,0.2000310706583324,0.00434008079804598,0.31108531630876385,0.5374609781477627,0.0032853600166222463,0.05530894496387952,0.049934308297831374,0.07581634510244759,0.04907366681530631,0.1559741238754448,0.08209694809760294,0.0,0.0,0.108486679,0.32957978600000004,0.306509201,0.185846379,0.069577955,0.0,0.0,0.0,0.0,0.0
31,2017-09-25,0.6331360946745563,0.1391397005215636,0.016079202025195874,0.025287663901525273,0.010585797466534565,0.0028685720301068335,0.005904617713853144,0.20007447819570856,0.009566402878854746,0.6639582124201974,0.5192507804370448,0.008142957294878943,0.08303871235464501,0.04938724099953039,0.07631887296274133,0.04126674702060679,0.10561620957594593,0.1015355871065547,0.0,0.0,0.108486679,0.32957978600000004,0.306509201,0.185846379,0.069577955,0.0,0.0,0.0,0.0,0.0
32,2017-09-30,0.6804733727810651,0.46385508384274576,0.0050674144673472955,0.16350013379716344,0.042708864003600494,0.10300542133796514,0.0013626040878122643,0.19876082903827172,0.004306132039230469,0.7539175856065002,0.05306971904266394,0.025801403025188976,0.056462947664289234,0.054177881003832425,0.09148314029477113,0.06836999381300164,0.13759635661489641,0.0688219020743153,0.0,0.0,0.108486679,0.32957978600000004,0.306509201,0.185846379,0.069577955,0.0,0.0,0.0,0.0,0.0
34,2017-10-02,0.8934911242603552,0.916437664741181,0.0037218236144235493,0.35217324821285206,0.00197214000631335,0.12269066792989106,0.007872823618470859,0.2010385824469057,0.004232874191260159,0.8154381892048752,0.4875130072840791,0.08233079166436216,0.09304955567403157,0.07308068643769121,0.07824915574242743,0.04271347164420314,0.15964787368000483,0.06764557086249265,0.0,0.11356304,0.232288037,0.258097819,0.216027875,0.130984643,0.049038586,0.0,0.0,0.0,0.0,0.0
33,2017-10-02,0.9171597633136095,0.7498738152655486,0.0017409752772868797,0.27701747008677696,0.008322993402238426,0.12558555713458602,0.0028766086298258955,0.2001430164126183,0.0032966031586639903,0.7051654091700522,0.6670135275754423,0.0080147029147228,0.08754532714378037,0.050941663450336835,0.08092928153087979,0.05438996708608881,0.12157413513765684,0.07407105121952952,0.0,0.11356304,0.232288037,0.258097819,0.216027875,0.130984643,0.049038586,0.0,0.0,0.0,0.0,0.0
35,2017-10-03,0.2781065088757397,0.4431047052885426,0.00047392950440921025,0.07777437975457777,0.025584687942442272,0.002894889204694967,0.0004542013626040904,0.20065705303944142,0.005254910509284984,0.6511897852582704,0.7180020811654526,0.006703982014490652,0.0782999364123654,0.07356681523186462,0.09876050094376412,0.042669702589509514,0.12626229131996086,0.07741318819190311,0.0,0.0,0.108486679,0.32957978600000004,0.306509201,0.185846379,0.069577955,0.0,0.0,0.0,0.0,0.0
36,2017-10-03,0.5621301775147929,0.1346531321855196,0.0014373687327554202,0.2743988684582744,0.013695590344952605,0.04979209432075372,0.06994700984102951,0.20206208648609128,0.004970813001302559,0.971561230412072,0.5900104058272633,0.007788538722209682,0.05889350890853188,0.08277545755462357,0.14062066544849838,0.042527682668229747,0.12876105157375067,0.10501072844135102,0.0,0.0,0.108486679,0.32957978600000004,0.306509201,0.185846379,0.069577955,0.0,0.0,0.0,0.0,0.0
37,2017-10-03,0.04615384615384621,0.24625651954461336,0.03481042747115941,0.39577200963339565,0.0005719518560306537,0.01155323964419179,0.003785011355034066,0.20169654932923928,0.035022611660147904,0.648868253047011,0.6519250780437045,0.0009140740497142717,0.06457415467918828,0.05553030761617351,0.08494477528536266,0.047259048563264794,0.06763866151707497,0.08342747368207953,0.0,0.0,0.108486679,0.32957978600000004,0.306509201,0.185846379,0.069577955,0.0,0.0,0.0,0.0,0.0
38,2017-10-03,0.04615384615384621,0.6365879647804387,0.00845623685639697,0.00493138116900492,0.011323396581415629,0.027790936365071836,0.011657834973504921,0.19907382022882622,0.008851692166949273,0.6308763784097504,0.6113423517169615,0.0056195000470864,0.06704366925464435,0.047391373146804236,0.08940306889121825,0.0493716905531096,0.13856345825263666,0.07165046349517706,0.0,0.0,0.108486679,0.32957978600000004,0.306509201,0.185846379,0.069577955,0.0,0.0,0.0,0.0,0.0
39,2017-10-04,0.06508875739644976,0.3550558016936795,0.0001728781158803136,0.012156427998012156,0.007901061705166633,0.10276856676667193,0.011052233156699474,0.19872884453704714,0.006584272433429163,0.7730702263493906,0.603537981269511,0.003101872543846404,0.06534735985571141,0.04697229060984219,0.07695870619738165,0.04969367518928154,0.14762121415379487,0.07221846209594107,0.0,0.0,0.108486679,0.32957978600000004,0.306509201,0.185846379,0.069577955,0.0,0.0,0.0,0.0,0.0
40,2017-10-04,0.4201183431952663,0.6741629745948069,0.0013682964261822368,0.31209144080431206,0.02113408989332942,0.005395020790567903,0.020439061317183954,0.20427130167781551,0.008724831015586052,0.763203714451538,0.5348595213319459,0.021377374312949653,0.05976741310339551,0.05328966216551082,0.08279032006426358,0.05957008431296494,0.12342947686262166,0.06547600844588819,0.0,0.0,0.108486679,0.32957978600000004,0.306509201,0.185846379,0.069577955,0.0,0.0,0.0,0.0,0.0
41,2017-10-04,0.5147928994082842,0.3937524535920588,0.001397441823512216,0.024886272411024882,0.013376797507165025,0.2524343386494026,0.011809235427706285,0.20026638520305587,0.007845736839942321,0.8073128264654672,0.6430801248699272,0.01198161986179021,0.05337733540827416,0.03977998190440121,0.07865892091707466,0.05052617540108528,0.1684144469187676,0.09275566453392266,0.0,0.0,0.108486679,0.32957978600000004,0.306509201,0.185846379,0.069577955,0.0,0.0,0.0,0.0,0.0
49,2017-10-05,0.9171597633136095,0.9198025909932142,0.03187557113189734,0.08576398180358574,0.0005438230762258682,0.020790567924627606,0.02240726722180167,0.19940737288445368,0.004363308896182908,0.6715031921067904,0.4729448491155047,0.004458259776406875,0.06612796188782652,0.05811724818890578,0.14917228601932692,0.05939418212343459,0.12441784058719295,0.06607137185838588,0.0,0.0,0.108486679,0.32957978600000004,0.306509201,0.185846379,0.069577955,0.0,0.0,0.0,0.0,0.0
48,2017-10-05,0.5266272189349113,0.5535864505636251,0.003703438955380764,0.02918689552352917,0.009176233056316943,0.03376493499657876,0.0034822104466313425,0.20055881492853744,0.005453242731838753,0.9164248403946604,0.43756503642039546,0.0024305550365255925,0.06044828041183189,0.09118776302896901,0.09183816090826662,0.04364081418323554,0.1433483180579036,0.10175815857407547,0.0,0.0,0.108486679,0.32957978600000004,0.306509201,0.185846379,0.069577955,0.0,0.0,0.0,0.0,0.0
47,2017-10-05,0.02130177514792908,0.916437664741181,0.002479602324660154,0.2036201689667036,0.038958360029628984,0.0028685720301068335,0.0016654049962149878,0.20134471981576924,0.0033376990245985545,0.8224027858386534,0.46826222684703434,0.0024010326121889497,0.04258278739847097,0.04615897200724525,0.0721507627333019,0.04709731611957091,0.14304552639571277,0.06922889482433693,0.0,0.0,0.108486679,0.32957978600000004,0.306509201,0.185846379,0.069577955,0.0,0.0,0.0,0.0,0.0
46,2017-10-05,0.07692307692307698,0.614715944142224,0.016079202025195874,0.10577621468710575,0.02881949761999269,0.18566766671930102,0.018925056775170326,0.20113910516504,0.0015598561287336922,0.7521764364480558,0.514047866805411,0.0007991981859030821,0.06457415467918828,0.056891143256931315,0.08366185477495175,0.05683301729556002,0.12786839378908835,0.08860383145855481,0.0,0.0,0.108486679,0.32957978600000004,0.306509201,0.185846379,0.069577955,0.0,0.0,0.0,0.0,0.0
50,2017-10-05,0.014201183431952702,0.6522909539565924,0.017978513880137135,0.003784548339003768,0.02249364758389409,0.0824780251592189,0.02255866767600303,0.19996710165588327,0.00691303936090568,0.6227510156703424,0.5806451612903226,0.007201752510900876,0.08542754271856214,0.05724453759165314,0.07559879009269947,0.05078970110346734,0.12914046711342791,0.0692936490015603,0.0,0.0,0.108486679,0.32957978600000004,0.306509201,0.185846379,0.069577955,0.0,0.0,0.0,0.0,0.0
44,2017-10-05,0.5029585798816568,0.49245695698502606,0.004952744051622795,0.18729691501968726,0.02203733626706089,0.03142270645823464,0.045571536714610145,0.19940737288445368,0.0003913041147682438,0.6523505513639002,0.6618106139438086,0.007924416614473014,0.06615778334572288,0.05794147327994965,0.07672560237646633,0.061257535175595346,0.13259406710115165,0.18996018951208182,0.0,0.0,0.108486679,0.32957978600000004,0.306509201,0.185846379,0.069577955,0.0,0.0,0.0,0.0,0.0
43,2017-10-05,0.23076923076923084,0.6522909539565924,0.0004261501645240022,0.08241905271608241,0.005419478242388819,0.15824517079846306,0.0006056018168054539,0.20010189348247245,0.004086358495319537,0.6117237376668602,0.4927159209157128,0.006953240964269646,0.05411476803306328,0.06761724965539646,0.20855058297998919,0.046043344018151855,0.1899125499323091,0.08481063735735139,0.0,0.0,0.108486679,0.32957978600000004,0.306509201,0.185846379,0.069577955,0.0,0.0,0.0,0.0,0.0
42,2017-10-05,0.38461538461538464,0.15147776344568453,0.0009310946926065246,0.21669406322871668,0.0014251915101091694,0.12195378704142323,0.17668433005299014,0.19991684029681614,0.0034806411669796493,0.7399883923389436,0.5624349635796047,0.006046640946033008,0.06178781037260893,0.04874269996541461,0.08308672962999665,0.05148391485761125,0.14099785577729415,0.14951195270090914,0.0,0.0,0.108486679,0.32957978600000004,0.306509201,0.185846379,0.069577955,0.0,0.0,0.0,0.0,0.0
45,2017-10-05,0.3136094674556214,0.09259155403510744,0.013202158687194914,0.08029741198058028,0.021599777470097548,0.1333228064634981,0.0015140045420136312,0.20161201886171726,0.010625961509254609,0.971561230412072,0.5171696149843913,0.0033268408913230997,0.06042327600662716,0.06524624235822091,0.07891251623978521,0.047091598107904316,0.14962318019722814,0.0936598941276145,0.0,0.0,0.108486679,0.32957978600000004,0.306509201,0.185846379,0.069577955,0.0,0.0,0.0,0.0,0.0
51,2017-10-06,0.009467455621301857,0.2484998037126353,0.00011656081569387175,0.28401315034978397,0.00618520613707467,0.23019632612242746,0.004844814534443607,0.20285027598055339,0.005195946875552783,0.4718514219384794,0.4568158168574402,0.00628379196481824,0.05767361123869462,0.05782518166093377,0.08470990538839324,0.04953603130384922,0.129857291562483,0.08206194208436653,0.0,0.0,0.109489051,0.266099972,0.366626628,0.187563522,0.070220826,0.0,0.0,0.0,0.0,0.0
52,2017-10-06,0.014201183431952702,0.7324883629633784,0.0059407792531968664,0.16040368515616038,0.010023221870438841,0.04979209432075372,0.007570022710068135,0.20011103191139376,0.006335910461042012,0.6279744631456762,0.5671175858480749,0.05254804681135394,0.07394306514240892,0.06090282341254529,0.07852323478096151,0.05131949065134457,0.18829996785541836,0.072647703729606,0.0,0.0,0.109489051,0.266099972,0.366626628,0.187563522,0.070220826,0.0,0.0,0.0,0.0,0.0
53,2017-10-06,0.7041420118343196,0.15259940552969542,0.031804317594590265,0.06332428609656329,0.003584856715121095,0.1645876098742039,0.0012112036336109043,0.20102715941075408,0.024069670000196546,0.4997098084735926,0.5359001040582727,0.009258904934804022,0.06205660997427807,0.11727141955363721,0.0804246725629785,0.04731310595130981,0.1213559646526006,0.06588670161849737,0.0,0.0,0.109489051,0.266099972,0.366626628,0.187563522,0.070220826,0.0,0.0,0.0,0.0,0.0
54,2017-10-09,0.8816568047337279,0.507038304077169,0.27032495206849333,0.013494399633013493,0.01848998459167951,0.015290278435707128,0.0018168054504163547,0.20123277406148332,0.003680760166313181,0.636680208937899,0.46826222684703434,0.004395029470106119,0.07374772929273352,0.052509867156045255,0.0825740923643102,0.04250829470389604,0.14296247963380124,0.1184816318214363,0.0,0.0,0.109489051,0.266099972,0.366626628,0.187563522,0.070220826,0.0,0.0,0.0,0.0,0.0
56,2017-10-10,0.008284023668639118,0.38646178004598736,0.010304050892392384,0.009728965174509718,0.00979819163200055,0.10705826622453814,0.004844814534443607,0.20081469093833385,0.0034181039796879207,0.6273940800928612,0.6155046826222685,0.1820062692176034,0.16356166320161464,0.05333656945853836,0.07820185228065837,0.047300965344676,0.13729213445992305,0.07702793402287474,0.0,0.0,0.108486679,0.32957978600000004,0.306509201,0.185846379,0.069577955,0.0,0.0,0.0,0.0,0.0
55,2017-10-10,0.18343195266272194,0.41057708485222366,0.07949794549877175,0.2189112733667189,0.015180164834649658,0.04597610400547396,0.04239212717638153,0.20076671418649703,0.0033376990245985545,0.7370864770748694,0.14203954214360037,0.038637603646131516,0.06534735985571141,0.05558859769946316,0.0903053873793292,0.09524478996958777,0.18261166904811915,0.08719851578999324,0.0,0.0,0.108486679,0.32957978600000004,0.306509201,0.185846379,0.069577955,0.0,0.0,0.0,0.0,0.0
57,2017-10-11,0.36094674556213024,0.36234647523975094,0.17514933796219576,0.1982109407851982,0.0006563381954450102,0.0918469393125954,0.015442846328538989,0.20130359688562338,0.003873732058527659,0.9228090539756238,0.6566077003121749,0.0033972462678423833,0.20305886370111875,0.06060344767621666,0.0673881157921351,0.05274057373318458,0.1391541107540647,0.058330915279313424,0.0,0.0,0.108486679,0.32957978600000004,0.306509201,0.185846379,0.069577955,0.0,0.0,0.0,0.0,0.0
58,2017-10-11,0.05917159763313612,0.9102686332791207,0.01594878520093529,0.005848847433005858,0.04359023243748379,0.08974156534554449,0.059046177138531414,0.1991811967686515,0.00459737665433195,0.7811955890887986,0.49739854318418314,0.011546033307273875,0.060133979888787215,0.05875343515909038,0.08092928153087979,0.04180501295765218,0.3415463383594657,0.0968918249588741,0.0,0.0,0.108486679,0.32957978600000004,0.306509201,0.185846379,0.069577955,0.0,0.0,0.0,0.0,0.0
59,2017-10-12,0.10059171597633138,0.9747630531097526,0.013795806598455631,0.0031729041630031707,0.00528821060329982,0.0005000263171745789,0.022861468584405756,0.2009312059070804,0.003950563460057497,0.6552524666279744,0.6389177939646202,0.009422885185423247,0.06619668439363258,0.07261124112330831,0.11838337706244319,0.04331319455301567,0.15404557226132792,0.06838153425403178,0.0,0.0,0.109489051,0.266099972,0.366626628,0.187563522,0.070220826,0.0,0.0,0.0,0.0,0.0
60,2017-10-12,0.024852071005917187,0.19970837305815714,0.003603600908646712,0.05181773003555181,0.008638660820047694,0.06495078688352017,0.06994700984102951,0.2002526775596739,0.017705171110678312,0.7260591990713872,0.5317377731529657,0.021903994570863533,0.06039138323236185,0.04931982326469489,0.08287033342691004,0.0801588686246432,0.12097269702083836,0.07049714746126404,0.0,0.0,0.073974655,0.179786504,0.25569636100000004,0.28653474,0.204007741,0.0,0.0,0.0,0.0,0.0
61,2017-10-12,0.05088757396449706,0.3365487073074982,0.0019695890318245923,0.013647310677013635,0.0012970492909984768,0.044844465498184105,0.0006056018168054539,0.19969294878824428,0.0013954726649954346,0.7069065583284968,0.6566077003121749,0.0005772941913322165,0.11161659138672309,0.0707560509990365,0.16426054210920477,0.04494631759273461,0.1454361194776579,0.08041791274384023,0.0,0.0,0.109489051,0.266099972,0.366626628,0.187563522,0.070220826,0.0,0.0,0.0,0.0,0.0
